"Gene","HR","p.value"
"MTUS1",0.78,0.00059709296830209
"ZNF75D",0.669,0.000600340642439204
"SLC44A1",1.465,0.00060177149281056
"CD1C",0.878,0.000606125984005387
"DRP2",1.166,0.000606643153002042
"MTMR2",1.609,0.000607190488116071
"C15orf42",1.204,0.000608179525461711
"CMAS",1.439,0.000608646743725817
"COL4A3",0.893,0.000609552647856859
"ANP32B",1.781,0.000611308396942531
"SCML4",0.835,0.000611871249511919
"GALNT11",0.674,0.000613982210910146
"AP2M1",1.695,0.000617566496920655
"ZNF238",0.801,0.000617685376523644
"PAR.SN",0.811,0.000618267894844371
"LAMB1",1.308,0.00061839425009805
"TSPYL2",0.714,0.000619780214843099
"ROM1",0.742,0.000619941397689129
"S100A16",1.258,0.000624421279384098
"GAB3",0.789,0.000626469337255442
"H2AFZ",1.406,0.000629391442304949
"UCK2",1.212,0.000638142095763148
"MS4A15",0.918,0.00064351406607937
"MUSTN1",0.824,0.000645696294747897
"MTMR8",0.806,0.000645789948554661
"OR1F1",1.271,0.000652021552475022
"IER5L",1.224,0.000654853867872163
"GPR75",0.764,0.000654986483924251
"KCNA2",0.765,0.000656258499778997
"ZNF831",0.839,0.000660811873898756
"UNC5D",1.138,0.000662825249598993
"BLK",0.883,0.00066524477991708
"CAV3",0.753,0.000666014353937883
"LOC283663",0.833,0.000667226063143473
"SKA1",1.197,0.00066883124594277
"FAM179A",0.862,0.000670087368542814
"KIF2C",1.197,0.000675997649358614
"MFSD2A",0.837,0.000680024600658127
"KIAA0125",0.879,0.000680180732992801
"CECR1",0.808,0.000684200786552017
"PGAM1",1.607,0.000689750902094312
"SNTG2",0.718,0.000695420942613946
"CDC25A",1.228,0.000697987365011677
"TFEB",0.744,0.000698646969363685
"B4GALT4",1.378,0.000699185260382675
"ENOX1",1.252,0.000700991239951136
"TNFRSF13B",0.866,0.000707618884523587
"CNGA3",0.906,0.000709108342866233
"TESK2",0.701,0.000709214673165396
"RASGRP2",0.832,0.00071100810012086
"SCN7A",0.886,0.000713042561389048
"CMTM7",0.749,0.000714362590483184
"CENPK",1.226,0.000715731414559869
"SNAI2",1.211,0.000717728651507445
"RTL1",1.153,0.000719736812232785
"DARS2",1.423,0.000720089323455713
"GANC",0.692,0.000723140619942174
"ZNF20",0.627,0.000726780609940496
"LRRC37B",0.686,0.000735630782269913
"MDFI",1.192,0.000736392259085401
"UBE2S",1.252,0.000739212045402475
"NUP62CL",1.248,0.000742305706737896
"YARS2",1.539,0.000743324513737136
"TRDMT1",0.715,0.000747188211395217
"C4BPA",0.919,0.000749107737550124
"TTLL2",0.835,0.000754747742397528
"IGJ",0.878,0.000754872213748856
"TRIM62",0.65,0.000757816451665703
"FAIM3",0.822,0.000760316945304403
"PTK7",0.769,0.000766715411889571
"CLCN6",0.71,0.000766744708011138
"SFXN1",1.481,0.0007694549828326
"TSNARE1",0.775,0.000772145556038007
"MFSD2B",1.248,0.000777335413338334
"SLC16A11",0.848,0.000777628612795811
"CDT1",1.234,0.000781759884369882
"ZKSCAN4",0.646,0.000782109871983118
"NCRNA00092",0.818,0.000786579872243181
"MCM4",1.268,0.000789236090834405
"P2RY8",0.814,0.000793990575551966
"MEI1",0.833,0.000794734499074001
"CENPA",1.173,0.00079565123001589
"RAB11FIP4",0.712,0.000796412865068799
"GPI",1.427,0.000797167111479811
"CCDC66",0.67,0.000798010085256681
"FRS3",0.7,0.000800530016006567
"RNF130",0.669,0.000800865630492003
"HMGCLL1",0.856,0.000801033385779304
"LY6K",1.087,0.000801746611703465
"IL2",0.697,0.000803046208848563
"EIF5A",1.442,0.000804883199067974
"BLM",1.262,0.000808499334738046
"DNAH1",0.836,0.000808872839658822
"TNNC2",0.899,0.000811521901573902
"C16orf5",0.753,0.000812611949267434
"KLK11",0.925,0.000819080089728381
"PRCD",0.74,0.000821486386210492
"CROCCL1",0.782,0.000821614199948388
"FAM83B",1.106,0.000822912576864708
"TBCD",0.652,0.000825043964061417
"PSTPIP2",0.777,0.000827677591411121
"CACNA1D",0.873,0.00083123092358908
"LRMP",0.841,0.000832023151876694
"SMC2",1.378,0.000832319030661493
"KCNK17",0.86,0.000832461577119943
"SYT15",0.864,0.000835379589797583
"LOC401588",0.726,0.000839078081261913
"C21orf70",1.468,0.000840857831967396
"UHRF1",1.228,0.000841281859007794
"ZMAT1",0.849,0.000847708168904646
"LPPR1",0.902,0.000850328012827356
"NUSAP1",1.248,0.000850458389788634
"FCRL3",0.872,0.000851930119972869
"FURIN",1.213,0.000854031791740852
"ZFP28",0.779,0.000855883671380146
"HNRNPR",1.886,0.00085792094676352
"CD79A",0.877,0.00086655170593278
"KLF15",0.861,0.000870167354214754
"TRIM59",1.337,0.000871995072459476
"C4orf43",1.647,0.000874817110925333
"EPB41",0.67,0.000876067337537995
"PCP2",0.841,0.000879434348198189
"RNASE1",0.856,0.000881506940325933
"CDC6",1.204,0.00088287193354613
"ZNF19",0.677,0.000884016257870942
"LOC253039",0.723,0.000888180372136242
"C1QTNF9B",0.804,0.000888329312384848
"LTC4S",0.827,0.000889934554401812
"ZNF154",0.81,0.000890020319969178
"FSTL3",1.229,0.00089075397680502
"CD1D",0.816,0.000892955762111017
"LOC100128640",0.76,0.000897849328973794
"ATP8B3",1.151,0.000899435343861514
"C18orf45",0.688,0.000903414638697379
"BCAR1",1.462,0.000904083427008469
"ZNF80",0.833,0.000908457857654695
"DERA",1.417,0.000915918141505601
"FAHD2B",0.777,0.000916408471200353
"CHIA",0.918,0.000917856426187388
"HLA.DPB1",0.845,0.000917930769850397
"ZNF211",0.734,0.000924101023649219
"JAG1",1.264,0.000925997997177225
"ATP6V1G2",0.75,0.000926665799110164
"GPX8",1.263,0.000926678114688984
"C21orf34",0.825,0.000932296850923725
"COL21A1",0.878,0.000933592244122332
"TEX15",1.101,0.000934255473767002
"IGFALS",0.868,0.000934327018009749
"FCRL6",0.84,0.000935023430402009
"C12orf11",1.459,0.000940232317492446
"PLEKHA9",1.538,0.000941394551239083
"ESPL1",1.175,0.000944004288530781
"SEC14L4",0.886,0.000945051818160729
"COL6A6",0.886,0.000947834782383471
"ACSS3",0.845,0.00095225102552399
"RUFY3",0.663,0.000953764020834987
"RIMKLA",0.868,0.000957904895274689
"FAM64A",1.177,0.000961261016020977
"STXBP1",0.798,0.000961700697221871
"RHPN2",1.251,0.000965560659387785
"N4BP2L1",0.772,0.000966371752773061
"LMNB2",1.359,0.000967040278793195
"TRIML2",1.231,0.000967876551914255
"BIRC3",1.216,0.000969377520644384
"ADRB2",0.847,0.000972868378149535
"IGF2BP3",1.109,0.000974321794591372
"NPAS1",1.21,0.000979942258235589
"ADCY9",0.778,0.000983054575720259
"ALDOA",1.412,0.000983848833520171
"KIR2DL1",0.8,0.000984154571404749
"SATB2",1.24,0.000985508159182074
"C18orf18",0.726,0.00098708007675918
"FCRLA",0.885,0.000990104235817724
"KLHL32",0.847,0.000990427092498426
"PTTG1",1.237,0.000990557323823773
"GSTM2",0.813,0.000992443051095093
"CDCA4",1.335,0.000992617945468721
"SUSD2",0.899,0.000996479902837922
"NCL",1.67,0.000997529693255772
"SLC25A34",0.793,0.0010005272838585
"LIPK",1.163,0.00100121235390601
"CCT4",1.51,0.00100832922597639
"WDR19",0.683,0.00100911712657832
"COQ10A",0.668,0.00101413095744443
"EMR4P",0.85,0.00101995655211662
"FAM83D",1.209,0.00102100360583407
"C19orf36",0.843,0.0010213004170197
"C4orf38",1.319,0.00102155510609418
"ZNF439",0.808,0.00102557649448272
"NLRC3",0.786,0.00102596292307336
"RACGAP1",1.272,0.00103097948149171
"SPATA5",1.446,0.00103908994665393
"LILRA4",0.859,0.00103930120199047
"WFIKKN2",0.819,0.00104043981832044
"ERCC6L",1.234,0.00104273825506232
"DTYMK",1.36,0.00104393171224706
"SPHK1",1.202,0.00104407372100109
"SPOCK1",1.116,0.00104495242184174
"CALM3",1.694,0.00104622932720287
"AKNA",0.745,0.00104761928017262
"LGR4",1.273,0.0010566734193275
"ZNF248",0.696,0.00105828105289199
"ALDH2",0.794,0.00105869341677557
"SS18L1",0.704,0.00106305097753964
"RRN3P1",0.834,0.00106354535539836
"ALG3",1.463,0.00106501956312547
"GGT3P",0.848,0.00106733282821546
"CRYL1",0.733,0.00106809041729941
"KCNG1",1.145,0.00107820350575165
"C19orf46",0.835,0.00108459393165868
"NPIP",0.773,0.0010853658848293
"C22orf31",0.758,0.00109189179816975
"HNRNPC",1.77,0.00109506481073461
"ENPP4",0.768,0.00109717948009003
"C4orf31",0.895,0.00109834416678817
"EPB41L5",0.751,0.00110417377783716
"TCN1",1.067,0.0011098462095534
"HTATIP2",1.373,0.00111534713645161
"DMWD",1.512,0.00111667768643965
"CDC42BPB",1.546,0.00112922502565677
"BUB1",1.196,0.00113491715839123
"CBX5",1.459,0.00113595911987551
"NOD1",0.755,0.00114072660395094
"UPF0639",0.834,0.0011423233583699
"CENPM",1.243,0.00114233967764839
"CYCS",1.403,0.00114373562370154
"CASP14",1.123,0.00114457227996978
"AMPD1",0.873,0.00114489616516394
"LETM2",1.236,0.00114722576949519
"C17orf53",1.211,0.0011530591441763
"NCAPH",1.194,0.00115463935579065
"RSRC1",1.483,0.00115631575477084
"HOXA13",1.13,0.001158860576606
"EIF4G1",1.575,0.00116246461400601
"MAST3",0.688,0.00116279280029862
"EMR3",0.851,0.0011720671895385
"HMGA2",1.073,0.00118657165858234
"ZMYND12",0.818,0.00119382190013772
"IQCC",0.708,0.00119867275478541
"BEST2",1.444,0.00120427916874574
"SPRR1B",1.07,0.0012102639105059
"ARVCF",0.792,0.00121168216023878
"GADD45G",0.838,0.00121217502641599
"MCM10",1.166,0.0012128754206764
"SMARCD3",0.808,0.00121301565947395
"SUOX",0.651,0.00121873085632666
"HERC1",0.701,0.00122171680174469
"MTMR9L",0.82,0.0012236877659467
"GRAMD1B",1.135,0.00122650372844279
"NIPSNAP3B",0.742,0.00122986975165024
"NEDD4",1.337,0.00123113828513721
"SCPEP1",0.775,0.00123220508454874
"MELK",1.173,0.00123261929752808
"IRX6",0.91,0.00123507010885869
"RXRB",0.574,0.00123721284857031
"BTN2A3",0.761,0.00124117110682888
"PXK",0.749,0.00124174965364647
"FIGF",0.905,0.00124200755818489
"CCT6P1",0.744,0.00124486392320454
"CD79B",0.855,0.00124919627899158
"LMOD3",0.782,0.00125068510438763
"ZC3H15",1.686,0.00125315524716173
"INMT",0.879,0.00125385959717087
"CHRDL1",0.898,0.00125739245222035
"SALL2",0.833,0.00126769523055036
"RDX",1.381,0.00126851596333857
"CIITA",0.848,0.00127257490484385
"BTK",0.841,0.00127385063305312
"TRPC2",0.818,0.00127638320980463
"HPS1",0.649,0.00127998112255578
"ACADSB",0.771,0.00128229314689332
"ZNF429",0.761,0.00128610914967762
"GUCY1A3",0.791,0.00128629562812961
"HSDL1",0.659,0.00128676119245009
"ARHGAP9",0.817,0.00129150888553905
"MUSK",0.814,0.00129176118574225
"FCRL2",0.884,0.00129524408781006
"KDM4C",0.62,0.00129602391301345
"C4orf7",0.917,0.00129750019525219
"KRT9",1.31,0.00129792693578292
"ZNF662",0.834,0.001300568454105
"NUPR1",0.823,0.00130065440646071
"PSMD1",1.515,0.00130776060455637
"HEMGN",0.705,0.00130933590002017
"CCDC28A",0.68,0.00131094350731961
"TICAM1",1.515,0.00131510608024708
"ITGAL",0.826,0.00132060914514421
"SCARF1",0.779,0.00132378945113511
"PKIB",1.15,0.0013298900216948
"LOC728643",1.419,0.00133328134063214
"LOC400027",0.685,0.00133568999175094
"NTRK3",0.847,0.00133872533233499
"HLA.DQB2",0.898,0.00134312435720408
"CCDC101",0.659,0.00134703325017648
"WDR37",0.643,0.0013477948734886
"TRIM29",1.087,0.00134979133916586
"JOSD1",1.591,0.00135045291256899
"HEATR2",1.526,0.00135584780800757
"CD1E",0.893,0.00136134277389368
"GOLM1",1.299,0.00136482044722293
"CDH17",1.08,0.00136582367554134
"GDPD1",0.777,0.00136660116523883
"ZWILCH",1.398,0.00136710952746116
"GSTM5",0.84,0.00136725018100335
"CGNL1",0.818,0.00137363527237987
"SMARCAL1",2.116,0.00137719747778411
"TTLL12",1.371,0.00137731797018271
"MCM5",1.404,0.00137847568505267
"IL20RB",1.103,0.00138053097426215
"TUBA1B",1.446,0.00138427783140133
"TMEM110",0.615,0.00138512753965553
"NDRG2",0.808,0.00139002671157104
"CLCN1",1.179,0.0013953299635639
"TMEM150A",0.752,0.00139909656002194
"C21orf128",0.868,0.00140002520227298
"ROGDI",0.704,0.00140627860426452
"YPEL1",0.763,0.00140771835068676
"GPR44",0.816,0.00140978625018948
"FHIT",0.794,0.00141264678525438
"ADHFE1",0.86,0.00141276891270776
"HEMK1",0.685,0.00142389650018601
"STK24",1.503,0.00142490898914011
"ARAP1",0.66,0.00142715153766227
"KLRG2",0.88,0.00143058713356372
"EZH1",0.667,0.00143065405296
"RAC1",1.593,0.00143462566708429
"CD1B",0.884,0.001439690677165
"TP53I3",1.297,0.00144026688329738
"MAP4K1",0.835,0.00144086688739871
"RG9MTD3",0.675,0.00144299186482929
"LOC728989",0.794,0.0014431586062607
"ALS2CR8",0.728,0.00144429508397503
"ZNF442",0.762,0.00145031097762706
"CLECL1",0.846,0.00145569921361924
"C1QTNF7",0.874,0.00145947641128092
"UPRT",0.65,0.00145985913621722
"MAP3K8",0.755,0.00146060367634088
"KLHDC7A",0.899,0.00146604646443592
"KCNK3",0.885,0.00146828541474869
"KIAA0495",0.727,0.00147145468640171
"MGP",0.842,0.00147781409973891
"IL22RA1",1.133,0.00148076777466348
"RBM5",0.681,0.00148179288169491
"GUCA2B",1.13,0.0014830513794638
"LCA5",0.793,0.00149586963534354
"LOC147727",0.717,0.00150078292492841
"SMNDC1",1.771,0.00150203525789019
"CLDN2",0.929,0.00150673320207432
"ZIC5",1.109,0.00151368975724905
"CACNB4",0.839,0.0015176536857138
"PA2G4",1.6,0.00152289770412416
"ACAD8",0.761,0.0015300850390108
"ZBTB48",0.678,0.00153340827778593
"CCT3",1.493,0.00153569911958019
"HLA.DQA1",0.873,0.00153887945172227
"LOC100170939",0.845,0.0015421497713965
"NGEF",1.137,0.00154387920594232
"CASP12",0.774,0.00154481992441496
"KREMEN1",0.797,0.00154573799129843
"MS4A2",0.885,0.00154873997489574
"FMO4",0.809,0.00155205087235298
"UNC45B",0.802,0.00155499384825205
"PLA2G3",0.903,0.00155582033521509
"ZNRF3",0.724,0.00155711127779436
"CD6",0.829,0.00155977326587986
"ZNF554",0.662,0.00156191081258631
"CYTSB",1.321,0.00156791743398198
"GLB1L2",0.865,0.00157194249906883
"PSMB7",1.495,0.00157793680469638
"LOC144571",0.75,0.00157894967568714
"PRKCB",0.831,0.00158023149237283
"ZNF141",0.706,0.00158318319058487
"RHOQ",0.631,0.0015864493604968
"PTPN6",0.643,0.00159190567085327
"ZNF101",0.676,0.00159193631908143
"ICA1L",0.77,0.00159249498642578
"IFT172",0.759,0.00159473668134873
"HMHA1",0.765,0.00159808284250528
"GCET2",0.791,0.00159869615869777
"CX3CR1",0.873,0.00160280196423419
"SLC15A2",0.867,0.00160870424336273
"TMEM35",0.859,0.00161124435845094
"NID2",1.214,0.0016114370693679
"ZNF185",1.322,0.00161494916668966
"STYK1",1.209,0.0016185781403211
"INPP5A",0.669,0.00162231652860838
"DKFZP434K028",1.618,0.0016333330686249
"SDHAP3",0.824,0.00163823274893184
"KIAA1543",0.775,0.00164396125299814
"RXFP1",0.839,0.00164580846254023
"HLA.DMB",0.842,0.00164843448583091
"PTCH1",0.8,0.00165057250328303
"AQP4",0.932,0.00165408471493388
"FAM129C",0.871,0.00165430989733613
"STK17B",0.731,0.00165585019440761
"ANKRD6",0.759,0.00166244395076567
"LOC100130093",0.735,0.00166721798921095
"DDX47",1.566,0.00167343237068167
"RNF166",0.672,0.00167999227190317
"IGSF10",0.872,0.00168093310697841
"IDO2",0.832,0.00168428036469479
"LMNB1",1.274,0.00169108828367285
"NUP37",1.413,0.00169147888565702
"BUB3",1.611,0.00169350942814901
"UBE2C",1.154,0.00169748486608227
"TCEAL3",0.739,0.0017052607541088
"NCR3",0.848,0.00171147162785752
"PARM1",0.86,0.00171653644791508
"KLHL6",0.839,0.00171875341347019
"ESCO2",1.209,0.00171926045705509
"SDCBP2",1.14,0.00172656412089912
"DSCC1",1.216,0.00172692658841819
"CCDC48",0.843,0.00172822197904576
"FAM21C",0.608,0.00173217475157257
"CLEC10A",0.87,0.00173260022292834
"ZNF697",1.317,0.00173461767867516
"DCUN1D1",1.469,0.00174236579983784
"CHRNA6",0.8,0.00174301328768917
"FRZB",0.839,0.00174767994514723
"KCNK5",0.864,0.00174871291858241
"SEMA4B",1.278,0.00175277865621316
"MCART3P",0.624,0.00175918736671609
"KRT16",1.081,0.00176026281849485
"GPRASP1",0.778,0.00176058047970042
"ELOVL6",1.153,0.00176074675567021
"KPNA4",1.61,0.00176284291338283
"KIAA1529",0.846,0.0017638749312318
"MERTK",0.782,0.00176994827638366
"SCN2B",0.87,0.00177400454963396
"CTF1",0.822,0.00177708995418436
"NT5C3",1.417,0.00177784408536576
"TAPT1",0.724,0.0017779494135248
"ITIH4",0.875,0.00177948751655116
"ZSCAN16",0.705,0.0017803652456686
"ORC1L",1.198,0.00178259448956849
"ATP8B2",0.792,0.00178655530718419
"UCHL5",1.593,0.001787515413375
"C7orf49",1.568,0.00178761062058538
"CLNK",0.795,0.0017907205477889
"DPEP2",0.84,0.00179375931768381
"EID2B",0.725,0.00179606265062354
"ZFYVE20",0.637,0.00179912198727105
"HMGN3",0.749,0.00180175891036145
"SPAG8",0.851,0.00180390776490687
"FMO2",0.863,0.00180622823602786
"HLA.DRB5",0.887,0.00180700318604292
"ZAP70",0.855,0.00180903668586015
"BAIAP2L2",1.117,0.00181141326017769
"RCAN2",0.836,0.00181755110410769
"DDIT4",1.208,0.00181963769575842
"SEMA3C",1.204,0.00182174551861813
"NUF2",1.167,0.00182181008644198
"ST3GAL6",0.804,0.00182268936347159
"STC1",1.165,0.00182434651902511
"C11orf16",0.9,0.00182560745917923
"OSGIN2",1.35,0.00182954395456647
"GPR31",0.687,0.00183211600716423
"MCART6",0.788,0.00183366307922054
"CTSG",0.89,0.00183466347469562
"ZNF182",0.665,0.0018374448786642
"TUBB1",0.8,0.00183779345444868
"PHF14",1.569,0.0018388198574555
"HDC",0.875,0.00183971507269054
"NAIP",0.797,0.00183999563405219
"CENPN",1.312,0.00184268758527354
"CDCA8",1.215,0.00184339448707234
"PRKCE",0.731,0.00185616558705533
"APOL1",1.232,0.0018600182199987
"SORT1",0.739,0.00186166846335677
"CAT",0.751,0.00186384288486511
"SELK",0.652,0.00187017801349026
"SUSD3",0.821,0.0018705777399827
"GSG2",1.229,0.00187362045925078
"CLEC4F",0.866,0.00187745594976735
"ARMCX6",0.705,0.00188301268411444
"TM4SF20",1.099,0.00188897933671802
"DNASE1L3",0.892,0.0018901666535152
"SEPP1",0.832,0.00189058371466296
"GMPR",0.826,0.00189263984209909
"C9orf139",0.838,0.00189909583195017
"GHRL",0.825,0.0019024527850226
"MTMR10",0.654,0.00190370828774357
"SH2B1",0.736,0.0019177417345197
"SPNS3",0.844,0.00191956517721054
"C16orf74",1.149,0.00192076414119159
"PLOD2",1.179,0.00192512285223339
"TMEM11",1.522,0.00192560561865651
"LIN9",1.372,0.0019256450378742
"KL",0.849,0.00192611573136539
"ABCC8",0.878,0.00193325869554923
"SLC26A5",0.861,0.00193950513994313
"MAPK6",1.372,0.00194501090052285
"CTSZ",0.737,0.00194649242984527
"ZNF625",0.807,0.00194748923053243
"FYCO1",0.731,0.00195192913880867
"CLEC18A",0.851,0.00195974269950884
"LOC554202",1.097,0.00196042602359968
"ATIC",1.589,0.00196134997654797
"PAX5",0.887,0.00196328974975783
"CCR4",0.872,0.00196420415208268
"CASS4",0.845,0.00196472297263643
"THYN1",0.661,0.0019694179136051
"FLJ37453",0.732,0.00196988681033288
"ZNF536",0.769,0.00197508929539949
"CPS1",1.055,0.00198161651730399
"XBP1",0.749,0.00198858632584177
"ZWINT",1.231,0.00200085256922521
"CHAF1B",1.279,0.0020075970770319
"SCN4B",0.865,0.00201145831457892
"TYRP1",0.882,0.00201385042279497
"FAM65B",0.842,0.0020187090815601
"FBXO44",0.757,0.00202295889137294
"TRIM24",0.707,0.00202777708819224
"C7orf23",0.755,0.00202991348879304
"EPS8L3",1.067,0.00203103534841404
"ITGA9",0.864,0.0020320786871292
"SNW1",1.959,0.00203284931082984
"CROCCL2",0.818,0.00203977139457783
"SLC14A1",0.854,0.00204065305775204
"ABCC12",0.778,0.00204139927288553
"UBE2E3",1.467,0.00204682256986418
"PLIN5",0.863,0.00204883590423339
"TUBA1C",1.382,0.00204931919105612
"C20orf132",0.773,0.00206314645290995
"BBS5",0.718,0.00206367578687543
"C20orf96",0.78,0.0020667523634852
"SAMD13",1.164,0.00206708798546558
"WDR4",1.437,0.00206791550108715
"AP2A1",1.664,0.00207279212455399
"CORO1A",0.809,0.00207516959500461
"ADAMTS8",0.896,0.0020782453683687
"PLK4",1.229,0.00208173419424079
"C15orf23",1.281,0.00208184560755772
"PRR11",1.155,0.002083037213893
"TM4SF19",1.133,0.00209066143501045
"RAB10",1.525,0.00209096543750872
"MPP7",0.811,0.00209714115447055
"LOC145837",0.922,0.00211173973232934
"CRCT1",1.179,0.00211606114727532
"CPXM2",0.872,0.00211741664442676
"PRICKLE2",0.799,0.00212115762361898
"TTK",1.162,0.00212699766285212
"OSCP1",0.776,0.00213033753444448
"AMICA1",0.841,0.00213423080702449
"PTPRVP",0.798,0.00213790314521773
"SYTL1",0.823,0.00213996461815417
"TRIM38",0.656,0.00214142969990213
"CDC45",1.163,0.00215065814506548
"G3BP1",1.584,0.00215091566112
"DHDH",0.862,0.00215648154834697
"ANXA10",1.071,0.00216272521641884
"ADH1B",0.927,0.00217966488028988
"GPRIN1",1.213,0.00219145723329507
"SLC27A1",0.762,0.00219227388217803
"EPR1",1.166,0.00219247454859066
"BCAM",0.828,0.00219258894904814
"AIPL1",1.577,0.00219269906770988
"SLC22A10",0.646,0.00220981265056522
"C10orf105",0.823,0.00221372723320194
"MND1",1.2,0.00222149991811709
"FAM25A",1.222,0.00223064045707391
"CD164L2",0.878,0.00223657398148919
"CASZ1",0.801,0.00223747019587121
"CR2",0.909,0.0022389952132178
"ASPH",1.207,0.00224640855034029
"BZW2",1.393,0.00225218247896781
"CYP4Z2P",0.84,0.00225320131197067
"GJB4",1.101,0.00225637099741783
"HSD17B13",0.885,0.00225958146190564
"FRMD6",1.203,0.00227285404461526
"HRG",1.185,0.00227406970645062
"RGS13",0.865,0.00227465337695255
"FCER2",0.889,0.00227524696583974
"SASH3",0.828,0.00227653963858553
"ICAM3",0.75,0.0022781084558498
"KCNA6",0.838,0.00228143291074266
"RCBTB1",0.663,0.00229097135567516
"ASB16",0.804,0.00229204764424575
"RGS11",0.86,0.00229441464199962
"MFAP4",0.873,0.0022953775337921
"LRP5L",0.82,0.00230318955326185
"TEPP",0.894,0.00230792415647289
"ZNF345",0.736,0.00231097961868781
"NISCH",0.703,0.00231305639453121
"AURKB",1.158,0.00231468568615574
"NXPH1",1.13,0.00231935303166692
"SCGB3A1",0.94,0.00232706192637259
"ATP6V1B2",0.67,0.00233534751658365
"CCDC69",0.808,0.00234275060378797
"CHIT1",0.913,0.0023448767818246
"CENPC1",0.612,0.00234627915307335
"CRBN",0.639,0.00234764064165088
"RPL23AP64",0.816,0.00234852104774106
"ITGA5",1.233,0.00235910125005747
"C1orf114",0.884,0.00236399284125691
"SPIB",0.882,0.0023689151068337
"ELMO2",0.612,0.00237121261741498
"HAGH",0.687,0.00237158919816987
"FAM54B",0.579,0.00237241031928288
"LOC283174",0.903,0.00237795861049019
"C9orf140",1.197,0.00237894578925565
"IRF4",0.867,0.00238639137001649
"HOXA9",1.13,0.00240138750484098
"BTLA",0.847,0.00241061512620345
"C16orf86",0.787,0.00241297934073446
"LRRC56",0.827,0.00241818244136079
"ZNF785",0.724,0.0024183358131663
"CCDC34",1.274,0.00244629179475896
"PGC",0.951,0.00244759317929107
"ALK",0.854,0.00245882196408302
"EIF3J",1.597,0.00246037543345348
"CXCR6",0.828,0.00246531758531157
"HTR1D",1.112,0.00246717849168683
"ZFP2",0.81,0.00246957602855488
"PPP4R1L",0.838,0.00247039887031318
"PMEPA1",1.227,0.00247128229193143
"FGF12",1.117,0.00247210444597959
